code,name,zcode
793-002,НИКОЛАЕВСКИМ ОМ СМИДОВИЧСКОГО РОВД ЕВРЕЙСКОЙ АО,79302
793-003,БАБСТОВСКИМ ОМ ОВД ЛЕНИНСКОГО РАЙОНА ЕВРЕЙСКОЙ АО,79303
793-004,БИДЖАНСКИМ ОМ ОВД ЛЕНИНСКОГО РАЙОНА ЕВРЕЙСКОЙ АО,79304
793-005,БИРСКИМ ОМ ОВД ОБЛУЧЕНСКОГО РАЙОНА ЕВРЕЙСКОЙ АО,79305
793-006,ТЕПЛООЗЕРСКИМ ОМ ОБЛУЧЕНСКОГО РОВД ЕВРЕЙСКОЙ АО,79306
793-006,ТЕПЛООЗЕРСКИМ ОМ ОВД ОБЛУЧЕНСКОГО РАЙОНА ЕВРЕЙСКОЙ АО,79306
793-007,ИЗВЕСТКОВСКИМ ОМ ОБЛУЧЕНСКОГО РОВД ЕВРЕЙСКОЙ АО,79307
793-008,КУЛЬДУРСКИМ ОМ ОВД ОБЛУЧЕНСКОГО РАЙОНА ЕВРЕЙСКОЙ АО,79308
800-001,ТП ОФМС РОССИИ ПО АГИНСКОМУ БУРЯТСКОМУ АВТОНОМ. ОКР. В АГИНСКОМ АДМИНИСТРАТИВНОМ РАЙОНЕ,80001
800-002,ТП ОФМС РОССИИ ПО АГИНСКОМУ БУРЯТСКОМУ АВТОНОМ. ОКР. В ДУЛЬДУРГИНСКОМ АДМ. РАЙОНЕ,80002
800-003,ТП ОФМС РОССИИ ПО АГИНСКОМУ БУРЯТСКОМУ АВТОНОМ. ОКР. В МОГОЙТУЙСКОМ АДМИНИСТРАТИВНОМ РАЙОНЕ,80003
800-004,ОТДЕЛЕНИЕМ УФМС РОССИИ ПО ЗАБАЙКАЛЬСКОМУ КРАЮ В АГИНСКОМ БУРЯТСКОМ ОКРУГЕ,80004
800-004,ПАСПОРТНО-ВИЗОВЫМ ОТДЕЛЕНИЕМ ОФМС РОССИИ ПО АГИНСКОМУ БУРЯТСКОМУ АО,80004
800-005,ОТДЕЛЕНИЕМ ПО ДЕЛАМ МИГРАЦИИ,80005
800-006,ОФМС РОССИИ ПО АГИНСКОМУ БУРЯТСКОМУ АО,80006
801-001,УВД АГИНСКОГО БУРЯТСКОГО АО,80101
802-001,АГИНСКИМ РОВД АГИНСКОГО АО ЧИТИНСКОЙ ОБЛ.,80201
802-002,ДУЛЬДУРГИНСКИМ РОВД АГИНСКОГО АО ЧИТИНСКОЙ ОБЛ.,80202
802-003,МОГОЙТУЙСКИМ РОВД АГИНСКОГО АО ЧИТИНСКОЙ ОБЛ.,80203
811-001,УВД КОМИ-ПЕРМЯЦКОГО АО,81101
812-001,ОВД Г. КУДЫМКАРА КОМИ-ПЕРМЯЦКОГО АО,81201
812-001,ОВД Г. КУДЫМКАРА ПЕРМСКОГО КРАЯ,81201
812-001,ОВД КУДЫМКАРСКОГО ГОРОДСКОГО ОКР. И КУДЫМКАРСКОГО МУНИЦИПАЛЬНОГО РАЙОНА ПЕРМСКОГО КРАЯ,81201
812-002,ГАЙНСКИМ РОВД КОМИ-ПЕРМЯЦКОГО АО,81202
812-002,ГАЙНСКИМ РОВД ПЕРМСКОГО КРАЯ,81202
812-002,ГАЙНСКИМ РОВД,81202
812-002,ОВД ГАЙНСКОГО РАЙОНА КОМИ-ПЕРМЯЦКОГО АО,81202
812-003,КОСИНСКИМ РОВД КОМИ-ПЕРМЯЦКОГО АО,81203
812-003,КОСИНСКИМ РОВД ПЕРМСКОГО КРАЯ,81203
812-003,ОВД КОСИНСКОГО РАЙОНА КОМИ-ПЕРМЯЦКОГО АО,81203
812-004,КОЧЕВСКИМ РОВД,81204
812-004,ОВД КОЧЕВСКОГО РАЙОНА КОМИ-ПЕРМЯЦКОГО АО,81204
812-004,ОВД КОЧЕВСКОГО РАЙОНА ПЕРМСКОГО КРАЯ,81204
812-005,ОВД ЮРЛИНСКОГО РАЙОНА КОМИ-ПЕРМЯЦКОГО АО,81205
812-005,ЮРЛИНСКИМ РОВД КОМИ-ПЕРМЯЦКОГО АО,81205
812-005,ЮРЛИНСКИМ РОВД ПЕРМСКОГО КРАЯ,81205
812-006,ОВД ЮСЬВИНСКОГО РАЙОНА КОМИ-ПЕРМЯЦКОГО АО,81206
812-006,ЮСЬВИНСКИМ РОВД КОМИ-ПЕРМЯЦКОГО АО,81206
812-006,ЮСЬВИНСКИМ РОВД ПЕРМСКОГО КРАЯ,81206
813-001,ОВД Г. КУДЫМКАРА КОМИ-ПЕРМЯЦКОГО АО,81301
813-002,ТПМ ПОС. УСТЬ-ЧЕРНАЯ ОВД ГАЙНСКОГО РАЙОНА КОМИ-ПЕРМЯЦКОГО АО,81302
813-003,ПОЖВИНСКИМ ОМ ЮСЬВИНСКОГО РОВД КОМИ-ПЕРМЯЦКОГО АО,81303
813-003,ПОСЕЛКОВЫМ ОМ ПОС. ПОЖВА ОВД ЮСЬВИНСКОГО РАЙОНА КОМИ-ПЕРМЯЦКОГО АО,81303
820-001,ОТДЕЛОМ ФМС РОССИИ ПО КОРЯКСКОМУ АО,82001
820-002,ТП ОФМС РОССИИ ПО КОРЯКСКОМУ АО В ТИГИЛЬСКОМ РАЙОНЕ,82002
820-003,ТП ОФМС РОССИИ ПО КОРЯКСКОМУ АО В ТИГИЛЬСКОМ РАЙОНЕ,82003
820-004,ТП ОФМС РОССИИ ПО КОРЯКСКОМУ АО В КАРАГИНСКОМ РАЙОНЕ,82004
820-005,ТП ОФМС РОССИИ ПО КОРЯКСКОМУ АО В ОЛЮТОРСКОМ РАЙОНЕ,82005
820-006,ТП ОФМС РОССИИ ПО КОРЯКСКОМУ АО В ПЕНЖИНСКОМ РАЙОНЕ,82006
821-001,УВД КОРЯКСКОГО АО,82101
822-001,ТИГИЛЬСКИМ РОВД КОРЯКСКОГО АО,82201
822-002,КАРАГИНСКИМ РОВД КОРЯКСКОГО АО,82202
822-003,ОЛЮТОРСКИМ РОВД КОРЯКСКОГО АО,82203
822-004,ПЕНЖИНСКИМ РОВД КОРЯКСКОГО АО,82204
823-001,УСТЬ-ХАЙРЮЗОВСКИМ ОМ ТИГИЛЬСКОГО РОВД КОРЯКСКОГО АО,82301
823-002,ПАХАЧИНСКИМ ОМ ОЛЮТОРСКОГО РОВД КОРЯКСКОГО АО,82302
830-001,ОФМС РОССИИ ПО НЕНЕЦКОМУ АО,83001
831-001,УВД НЕНЕЦКОГО АО АРХАНГЕЛЬСКОЙ ОБЛ.,83101
841-001,УВД ТАЙМЫРСКОГО (ДОЛГАНО-НЕНЕЦКОГО) АО,84101
842-001,ХАТАНГСКИМ РОВД ТАЙМЫРСКОГО (ДОЛГАНО-НЕНЕЦКОГО) АО,84201
842-001,ХАТАНГСКИМ РОВД,84201
842-002,УСТЬ-ЕНИСЕЙСКИМ РОВД ТАЙМЫРСКОГО (ДОЛГАНО-НЕНЕЦКОГО) АО,84202
842-003,ДИКСОНСКИМ РОВД ТАЙМЫРСКОГО (ДОЛГАНО-НЕНЕЦКОГО) АО,84203
843-001,ОВД Г. ДУДИНКИ ТАЙМЫРСКОГО (ДОЛГАНО-НЕНЕЦКОГО) АО,84301
850-001,ТП ОФМС РОССИИ ПО УСТЬ-ОРДЫНСКОМУ БУРЯТСКОМУ АО В АЛАРСКОМ РАЙОНЕ,85001
850-002,ТП ОФМС РОССИИ ПО УСТЬ-ОРДЫНСКОМУ БУРЯТСКОМУ АВТОНОМНОМУ ОКР. В БАЯНДАЕВСКОМ РАЙОНЕ,85002
850-003,ТП ОФМС РОССИИ ПО УСТЬ-ОРДЫНСКОМУ БУРЯТСКОМУ АО В БОХАНСКОМ РАЙОНЕ,85003
850-004,ТП ОФМС РОССИИ ПО УСТЬ-ОРДЫНСКОМУ БУРЯТСКОМУ АО В ОСИНСКОМ РАЙОНЕ,85004
850-005,ТП ОФМС РОССИИ ПО УСТЬ-ОРДЫНСКОМУ БУРЯТСКОМУ АО В НУКУТСКОМ РАЙОНЕ,85005
850-006,ОТДЕЛОМ ФМС РОССИИ ПО УСТЬ-ОРДЫНСКОМУ БУРЯТСКОМУ АО,85006
851-001,УВД УСТЬ-ОРДЫНСКОГО БУРЯТСКОГО АО,85101
852-001,ОВД АЛАРСКОГО РАЙОНА ИРКУТСКОЙ ОБЛ.,85201
852-001,ОВД АЛАРСКОГО РАЙОНА УСТЬ-ОРДЫНСКОГО БУРЯТСКОГО АО,85201
852-002,ОВД БАЯНДАЕВСКОГО РАЙОНА ИРКУТСКОЙ ОБЛ.,85202
852-002,ОВД БАЯНДАЕВСКОГО РАЙОНА УСТЬ-ОРДЫНСКОГО БУРЯТСКОГО АО,85202
852-003,ОВД БОХАНСКОГО РАЙОНА ИРКУТСКОЙ ОБЛ.,85203
852-003,ОВД БОХАНСКОГО РАЙОНА УСТЬ-ОРДЫНСКОГО БУРЯТСКОГО АО,85203
852-004,ОВД ОСИНСКОГО РАЙОНА ИРКУТСКОЙ ОБЛ.,85204
852-004,ОВД ОСИНСКОГО РАЙОНА УСТЬ-ОРДЫНСКОГО БУРЯТСКОГО АО,85204
852-004,ОСИНСКИМ РОВД ИРКУТСКОЙ ОБЛ.,85204
852-005,ОВД НУКУТСКОГО РАЙОНА ИРКУТСКОЙ ОБЛ.,85205
852-005,ОВД НУКУТСКОГО РАЙОНА УСТЬ-ОРДЫНСКОГО БУРЯТСКОГО АО,85205
852-006,ОВД ЭХИРИТ-БУЛАГАТСКОГО РАЙОНА ИРКУТСКОЙ ОБЛ.,85206
852-006,ОВД ЭХИРИТ-БУЛАГАТСКОГО РАЙОНА УСТЬ-ОРДЫНСКОГО БУРЯТСКОГО АО,85206
852-006,ЭХИРИТ-БУЛАГАТСКИМ РОВД УСТЬ-ОРДЫНСКОГО БУРЯТСКОГО АО,85206
860-001,УМВД РОССИИ ПО ХАНТЫ-МАНСИЙСКОМУ АО - ЮГРЕ,86001
860-001,УФМС РОССИИ ПО ХАНТЫ-МАНСИЙСКОМУ АО - ЮГРЕ,86001
860-002,УМВД РОССИИ ПО ХАНТЫ-МАНСИЙСКОМУ АО - ЮГРЕ,86002
860-003,ОТДЕЛЕНИЕМ УФМС РОССИИ ПО ХАНТЫ-МАНСИЙСКОМУ АО - ЮГРЕ В Г. СУРГУТЕ,86003
860-003,ОТДЕЛОМ УФМС РОССИИ ПО ХАНТЫ-МАНСИЙСКОМУ АО - ЮГРЕ В Г. СУРГУТЕ,86003
860-003,УМВД РОССИИ ПО ХАНТЫ-МАНСИЙСКОМУ АО - ЮГРЕ,86003
860-004,ОТДЕЛЕНИЕМ УФМС РОССИИ ПО ХАНТЫ-МАНСИЙСКОМУ АО - ЮГРЕ В Г. СУРГУТЕ,86004
860-004,ОТДЕЛЕНИЕМ № 1 ОУФМС РОССИИ ПО ХАНТЫ-МАНСИЙСКОМУ АО - ЮГРЕ В Г. СУРГУТЕ,86004
860-004,ОТДЕЛЕНИЕМ № 1 УФМС РОССИИ ПО ХАНТЫ-МАНСИЙСКОМУ АО - ЮГРЕ В Г. СУРГУТЕ,86004
860-004,ОТДЕЛОМ УФМС РОССИИ ПО ХАНТЫ-МАНСИЙСКОМУ АО - ЮГРЕ В Г. СУРГУТЕ,86004
860-004,УМВД РОССИИ ПО ХАНТЫ-МАНСИЙСКОМУ АО - ЮГРЕ,86004
860-005,ОТДЕЛЕНИЕМ № 2 ОУФМС РОССИИ ПО ХАНТЫ-МАНСИЙСКОМУ АО - ЮГРЕ В Г. СУРГУТЕ,86005
860-005,ОТДЕЛЕНИЕМ № 2 УФМС РОССИИ ПО ХАНТЫ-МАНСИЙСКОМУ АО - ЮГРЕ В Г. СУРГУТЕ,86005
860-005,УМВД РОССИИ ПО ХАНТЫ-МАНСИЙСКОМУ АО - ЮГРЕ,86005
860-006,ОТДЕЛЕНИЕМ № 3 ОУФМС РОССИИ ПО ХАНТЫ-МАНСИЙСКОМУ АО - ЮГРЕ В Г. СУРГУТЕ,86006
860-006,ОТДЕЛЕНИЕМ № 3 УФМС РОССИИ ПО ХАНТЫ-МАНСИЙСКОМУ АО - ЮГРЕ В Г. СУРГУТЕ,86006
860-006,УМВД РОССИИ ПО ХАНТЫ-МАНСИЙСКОМУ АО - ЮГРЕ,86006
860-007,ОТДЕЛЕНИЕМ № 4 ОУФМС РОССИИ ПО ХАНТЫ-МАНСИЙСКОМУ АО - ЮГРЕ В Г. СУРГУТЕ,86007
860-007,ОТДЕЛЕНИЕМ № 4 УФМС РОССИИ ПО ХАНТЫ-МАНСИЙСКОМУ АО - ЮГРЕ В Г. СУРГУТЕ,86007
860-007,УМВД РОССИИ ПО ХАНТЫ-МАНСИЙСКОМУ АО - ЮГРЕ,86007
860-008,ОТДЕЛЕНИЕМ УФМС РОССИИ ПО ХАНТЫ-МАНСИЙСКОМУ АО - ЮГРЕ В СУРГУТСКОМ РАЙОНЕ,86008
860-008,ОТДЕЛОМ УФМС РОССИИ ПО ХАНТЫ-МАНСИЙСКОМУ АО - ЮГРЕ В СУРГУТСКОМ РАЙОНЕ,86008
860-008,УМВД РОССИИ ПО ХАНТЫ-МАНСИЙСКОМУ АО - ЮГРЕ,86008
860-009,ОТДЕЛЕНИЕМ В Г. ЛЯНТОР ОУФМС РОССИИ ПО ХАНТЫ-МАНСИЙСКОМУ АО - ЮГРЕ В СУРГУТСКОМ РАЙОНЕ,86009
860-009,ОТДЕЛЕНИЕМ В Г. ЛЯНТОРЕ ОУФМС РОССИИ ПО ХАНТЫ-МАНСИЙСКОМУ АО - ЮГРЕ В СУРГУТСКОМ РАЙОНЕ,86009
860-009,УМВД РОССИИ ПО ХАНТЫ-МАНСИЙСКОМУ АО - ЮГРЕ,86009
860-010,ТП УФМС РОССИИ ПО ХАНТЫ-МАНСИЙСКОМУ АО - ЮГРЕ В ПОС. НИЖНЕСОРТЫМСКИЙ,86010
860-010,УМВД РОССИИ ПО ХАНТЫ-МАНСИЙСКОМУ АО - ЮГРЕ,86010
860-011,ТП В ПОС. ФЕДОРОВСКИЙ ОУФМС РОССИИ ПО ХАНТЫ-МАНСИЙСКОМУ АО - ЮГРЕ В СУРГУТСКОМ РАЙОНЕ,86011
860-011,ТП УФМС РОССИИ ПО ХАНТЫ-МАНСИЙСКОМУ АО - ЮГРЕ В ПОС. ФЕДОРОВСКИЙ,86011
860-011,УМВД РОССИИ ПО ХАНТЫ-МАНСИЙСКОМУ АО - ЮГРЕ,86011
860-012,ТП В С. ПОС. СОЛНЕЧНЫЙ ОУФМС РОССИИ ПО ХАНТЫ-МАНСИЙСКОМУ АО - ЮГРЕ В СУРГУТСКОМ РАЙОНЕ,86012
860-012,ТП УФМС РОССИИ ПО ХАНТЫ-МАНСИЙСКОМУ АО - ЮГРЕ В ПОС. СОЛНЕЧНЫЙ,86012
860-012,УМВД РОССИИ ПО ХАНТЫ-МАНСИЙСКОМУ АО - ЮГРЕ,86012
860-013,ОТДЕЛЕНИЕМ УФМС РОССИИ ПО ХАНТЫ-МАНСИЙСКОМУ АО - ЮГРЕ В Г. НИЖНЕВАРТОВСКЕ,86013
860-013,ОТДЕЛОМ УФМС РОССИИ ПО ХАНТЫ-МАНСИЙСКОМУ АО - ЮГРЕ В Г. НИЖНЕВАРТОВСКЕ,86013
860-013,УМВД РОССИИ ПО ХАНТЫ-МАНСИЙСКОМУ АО - ЮГРЕ,86013
860-014,ОТДЕЛЕНИЕМ № 1 УФМС РОССИИ ПО ХАНТЫ-МАНСИЙСКОМУ АО - ЮГРЕ В Г. НИЖНЕВАРТОВСКЕ,86014
860-014,УМВД РОССИИ ПО ХАНТЫ-МАНСИЙСКОМУ АО - ЮГРЕ,86014
860-015,ОТДЕЛЕНИЕМ УФМС РОССИИ ПО ХАНТЫ-МАНСИЙСКОМУ АО - ЮГРЕ В Г. НИЖНЕВАРТОВСКЕ,86015
860-015,ОТДЕЛЕНИЕМ № 2 ОУФМС РОССИИ ПО ХАНТЫ-МАНСИЙСКОМУ АО - ЮГРЕ В Г. НИЖНЕВАРТОВСКЕ,86015
860-015,ОТДЕЛЕНИЕМ № 2 УФМС РОССИИ ПО ХАНТЫ-МАНСИЙСКОМУ АО - ЮГРЕ В Г. НИЖНЕВАРТОВСКЕ,86015
860-015,УМВД РОССИИ ПО ХАНТЫ-МАНСИЙСКОМУ АО - ЮГРЕ,86015
860-016,ОТДЕЛЕНИЕМ № 3 УФМС РОССИИ ПО ХАНТЫ-МАНСИЙСКОМУ АО - ЮГРЕ В Г. НИЖНЕВАРТОВСКЕ,86016
860-016,УМВД РОССИИ ПО ХАНТЫ-МАНСИЙСКОМУ АО - ЮГРЕ,86016
860-017,ОТДЕЛЕНИЕМ № 4 УФМС РОССИИ ПО ХАНТЫ-МАНСИЙСКОМУ АО - ЮГРЕ В Г. НИЖНЕВАРТОВСКЕ,86017
860-017,УМВД РОССИИ ПО ХАНТЫ-МАНСИЙСКОМУ АО - ЮГРЕ,86017
860-018,ОТДЕЛЕНИЕМ УФМС РОССИИ ПО ХАНТЫ-МАНСИЙСКОМУ АО - ЮГРЕ В Г. НЕФТЕЮГАНСКЕ,86018
860-018,ОТДЕЛОМ УФМС РОССИИ ПО ХАНТЫ-МАНСИЙСКОМУ АО - ЮГРЕ В Г. НЕФТЕЮГАНСКЕ,86018
860-018,УМВД РОССИИ ПО ХАНТЫ-МАНСИЙСКОМУ АО - ЮГРЕ,86018
860-019,ОТДЕЛЕНИЕМ УФМС РОССИИ ПО ХАНТЫ-МАНСИЙСКОМУ АО - ЮГРЕ В Г. БЕЛОЯРСКИЙ,86019
860-019,УМВД РОССИИ ПО ХАНТЫ-МАНСИЙСКОМУ АО - ЮГРЕ,86019
860-020,ОТДЕЛЕНИЕМ УФМС РОССИИ ПО ХАНТЫ-МАНСИЙСКОМУ АО - ЮГРЕ В Г. КОГАЛЫМЕ,86020
860-020,УМВД РОССИИ ПО ХАНТЫ-МАНСИЙСКОМУ АО - ЮГРЕ,86020
860-021,ОТДЕЛЕНИЕМ УФМС РОССИИ ПО ХАНТЫ-МАНСИЙСКОМУ АО - ЮГРЕ В Г. ЛАНГЕПАС,86021
860-021,ОТДЕЛЕНИЕМ УФМС РОССИИ ПО ХАНТЫ-МАНСИЙСКОМУ АО - ЮГРЕ В Г. ЛАНГЕПАСЕ,86021
860-021,УМВД РОССИИ ПО ХАНТЫ-МАНСИЙСКОМУ АО - ЮГРЕ,86021
860-022,ОТДЕЛЕНИЕМ УФМС РОССИИ ПО ХАНТЫ-МАНСИЙСКОМУ АО - ЮГРЕ В Г. МЕГИОНЕ,86022
860-022,ОТДЕЛОМ УФМС РОССИИ ПО ХАНТЫ-МАНСИЙСКОМУ АО - ЮГРА В Г. МЕГИОНЕ,86022
860-022,УМВД РОССИИ ПО ХАНТЫ-МАНСИЙСКОМУ АО - ЮГРЕ,86022
860-023,ОТДЕЛЕНИЕМ УФМС РОССИИ ПО ХАНТЫ-МАНСИЙСКОМУ АО - ЮГРЕ В Г. НЯГАНИ,86023
860-023,ОТДЕЛЕНИЕМ УФМС РОССИИ ПО ХАНТЫ-МАНСИЙСКОМУ АО - ЮГРЕ В Г. НЯГАНЬ,86023
860-023,ОТДЕЛОМ УФМС РОССИИ ПО ХАНТЫ-МАНСИЙСКОМУ АО - ЮГРЕ В Г. НЯГАНЬ,86023
860-023,УМВД РОССИИ ПО ХАНТЫ-МАНСИЙСКОМУ АО - ЮГРЕ,86023
860-024,ОТДЕЛЕНИЕМ УФМС РОССИИ ПО ХАНТЫ-МАНСИЙСКОМУ АО - ЮГРЕ В Г. ПОКАЧИ,86024
860-024,ОТДЕЛОМ УФМС РОССИИ ПО ХАНТЫ-МАНСИЙСКОМУ АО - ЮГРЕ В Г. ПОКАЧИ,86024
860-024,УМВД РОССИИ ПО ХАНТЫ-МАНСИЙСКОМУ АО - ЮГРЕ,86024
860-025,ОТДЕЛЕНИЕМ УФМС РОССИИ ПО ХАНТЫ-МАНСИЙСКОМУ АО - ЮГРА В Г. ПЫТЬ-ЯХ,86025
860-025,ОТДЕЛЕНИЕМ УФМС РОССИИ ПО ХАНТЫ-МАНСИЙСКОМУ АО - ЮГРЕ В Г. ПЫТЬ-ЯХ,86025
860-025,ОТДЕЛОМ УФМС РОССИИ ПО ХАНТЫ-МАНСИЙСКОМУ АО - ЮГРА В Г. ПЫТЬ-ЯХ,86025
860-025,УМВД РОССИИ ПО ХАНТЫ-МАНСИЙСКОМУ АО - ЮГРЕ,86025
860-026,ОТДЕЛЕНИЕМ УФМС РОССИИ ПО ХАНТЫ-МАНСИЙСКОМУ АО - ЮГРЕ В Г. РАДУЖНЫЙ,86026
860-026,УМВД РОССИИ ПО ХАНТЫ-МАНСИЙСКОМУ АО - ЮГРЕ,86026
860-027,ОТДЕЛЕНИЕМ УФМС РОССИИ ПО ХАНТЫ-МАНСИЙСКОМУ АО - ЮГРЕ В Г. ЮГОРСКЕ,86027
860-027,УМВД РОССИИ ПО ХАНТЫ-МАНСИЙСКОМУ АО - ЮГРЕ,86027
860-028,ОТДЕЛЕНИЕМ УФМС РОССИИ ПО ХАНТЫ-МАНСИЙСКОМУ АО - ЮГРЕ В Г. УРАЕ,86028
860-028,УМВД РОССИИ ПО ХАНТЫ-МАНСИЙСКОМУ АО - ЮГРЕ,86028
860-029,ОТДЕЛЕНИЕМ УФМС РОССИИ ПО ХАНТЫ-МАНСИЙСКОМУ АО - ЮГРЕ В СОВЕТСКОМ РАЙОНЕ,86029
860-029,УМВД РОССИИ ПО ХАНТЫ-МАНСИЙСКОМУ АО - ЮГРЕ,86029
860-030,ТП ПОС. ПИОНЕРСКИЙ ОУФМС РОССИИ ПО ХАНТЫ-МАНСИЙСКОМУ АО - ЮГРЕ В СОВЕТСКОМ РАЙОНЕ,86030
860-030,ТП УФМС РОССИИ ПО ХАНТЫ-МАНСИЙСКОМУ АО - ЮГРЕ В ПОС. ПИОНЕРСКИЙ,86030
860-030,УМВД РОССИИ ПО ХАНТЫ-МАНСИЙСКОМУ АО - ЮГРЕ,86030
860-031,ОТДЕЛЕНИЕМ УФМС РОССИИ ПО ХАНТЫ-МАНСИЙСКОМУ АО - ЮГРЕ В Г. ХАНТЫ-МАНСИЙСКЕ,86031
860-031,ОТДЕЛОМ УФМС РОССИИ ПО ХАНТЫ-МАНСИЙСКОМУ АО - ЮГРЕ В Г. ХАНТЫ-МАНСИЙСКЕ,86031
860-031,УМВД РОССИИ ПО ХАНТЫ-МАНСИЙСКОМУ АО - ЮГРЕ,86031
860-032,ТП УФМС РОССИИ ПО ХАНТЫ-МАНСИЙСКОМУ АО - ЮГРЕ В ПОС. ГОРНОПРАВДИНСК,86032
860-032,УМВД РОССИИ ПО ХАНТЫ-МАНСИЙСКОМУ АО - ЮГРЕ,86032
860-033,ОТДЕЛЕНИЕМ УФМС РОССИИ ПО ХАНТЫ-МАНСИЙСКОМУ АО - ЮГРЕ В НЕФТЕЮГАНСКОМ РАЙОНЕ,86033
860-033,ОТДЕЛЕНИЕМ УФМС РОССИИ ПО ХАНТЫ-МАНСИЙСКОМУ АО В НЕФТЕЮГАНСКОМ РАЙОНЕ,86033
860-033,УМВД РОССИИ ПО ХАНТЫ-МАНСИЙСКОМУ АО - ЮГРЕ,86033
860-034,ТП УФМС РОССИИ ПО ХАНТЫ-МАНСИЙСКОМУ АО - ЮГРЕ В ПОС. САЛЫМ,86034
860-034,УМВД РОССИИ ПО ХАНТЫ-МАНСИЙСКОМУ АО - ЮГРЕ,86034
860-035,ОТДЕЛЕНИЕМ УФМС РОССИИ ПО ХАНТЫ-МАНСИЙСКОМУ АО - ЮГРЕ В ПГТ ПОЙКОВСКИЙ,86035
860-035,ТП В ПГТ ПОЙКОВСКИЙ ОУФМС РОССИИ ПО ХАНТЫ-МАНСИЙСКОМУ АО - ЮГРЕ В НЕФТЕЮГАНСКОМ РАЙОНЕ,86035
860-035,УМВД РОССИИ ПО ХАНТЫ-МАНСИЙСКОМУ АО - ЮГРЕ,86035
860-036,ОТДЕЛЕНИЕМ УФМС РОССИИ ПО ХАНТЫ-МАНСИЙСКОМУ АО - ЮГРЕ В НИЖНЕВАРТОВСКОМ РАЙОНЕ,86036
860-036,УМВД РОССИИ ПО ХАНТЫ-МАНСИЙСКОМУ АО - ЮГРЕ,86036
860-037,ТП УФМС РОССИИ ПО ХАНТЫ-МАНСИЙСКОМУ АО - ЮГРЕ В ПГТ НОВОАГАНСК,86037
860-037,УМВД РОССИИ ПО ХАНТЫ-МАНСИЙСКОМУ АО - ЮГРЕ,86037
860-038,ТП УФМС РОССИИ ПО ХАНТЫ-МАНСИЙСКОМУ АО - ЮГРЕ В ПГТ ИЗЛУЧИНСК,86038
860-038,УМВД РОССИИ ПО ХАНТЫ-МАНСИЙСКОМУ АО - ЮГРЕ,86038
860-039,ОТДЕЛЕНИЕМ УФМС РОССИИ ПО ХАНТЫ-МАНСИЙСКОМУ АО - ЮГРЕ В ОКТЯБРЬСКОМ РАЙОНЕ,86039
860-039,УМВД РОССИИ ПО ХАНТЫ-МАНСИЙСКОМУ АО - ЮГРЕ,86039
860-040,ТП УФМС РОССИИ ПО ХАНТЫ-МАНСИЙСКОМУ АО - ЮГРЕ В ПОС. ПЕРЕГРЕБНОЕ,86040
860-040,УМВД РОССИИ ПО ХАНТЫ-МАНСИЙСКОМУ АО - ЮГРЕ,86040
860-041,ТП УФМС РОССИИ ПО ХАНТЫ-МАНСИЙСКОМУ АО - ЮГРЕ В ПОС. УНЬЮГАН,86041
860-041,УМВД РОССИИ ПО ХАНТЫ-МАНСИЙСКОМУ АО - ЮГРЕ,86041
860-042,МП В ПОС. ПРИОБЬЕ ОУФМС РОССИИ ПО ХАНТЫ-МАНСИЙСКОМУ АО - ЮГРЕ В ОКТЯБРЬСКОМ РАЙОНЕ,86042
860-042,ТП В ПОС. ПРИОБЬЕ ОУФМС РОССИИ ПО ХАНТЫ-МАНСИЙСКОМУ АО - ЮГРЕ В ОКТЯБРЬСКОМ РАЙОНЕ,86042
860-042,ТП УФМС РОССИИ ПО ХАНТЫ-МАНСИЙСКОМУ АО - ЮГРЕ В ПОС. ПРИОБЬЕ,86042
860-042,УМВД РОССИИ ПО ХАНТЫ-МАНСИЙСКОМУ АО - ЮГРЕ,86042
860-043,ТП УФМС РОССИИ ПО ХАНТЫ-МАНСИЙСКОМУ АО - ЮГРЕ В ПОС. ТАЛИНКА,86043
860-043,УМВД РОССИИ ПО ХАНТЫ-МАНСИЙСКОМУ АО - ЮГРЕ,86043
860-044,ОТДЕЛЕНИЕМ УФМС РОССИИ ПО ХАНТЫ-МАНСИЙСКОМУ АО - ЮГРЕ В БЕРЕЗОВСКОМ РАЙОНЕ,86044
860-044,УМВД РОССИИ ПО ХАНТЫ-МАНСИЙСКОМУ АО - ЮГРЕ,86044
860-045,МП В ПГТ ИГРИМ ОУФМС РОССИИ ПО ХАНТЫ-МАНСИЙСКОМУ АО - ЮГРЕ В БЕРЕЗОВСКОМ РАЙОНЕ,86045
860-045,ТП В ПГТ ИГРИМ ОУФМС РОССИИ ПО ХАНТЫ-МАНСИЙСКОМУ АО - ЮГРЕ В БЕРЕЗОВСКОМ РАЙОНЕ,86045
860-045,ТП УФМС РОССИИ ПО ХАНТЫ-МАНСИЙСКОМУ АО - ЮГРЕ В ПГТ ИГРИМ,86045
860-045,УМВД РОССИИ ПО ХАНТЫ-МАНСИЙСКОМУ АО - ЮГРЕ,86045
860-046,ОТДЕЛЕНИЕМ УФМС РОССИИ ПО ХАНТЫ-МАНСИЙСКОМУ АО - ЮГРЕ В КОНДИНСКОМ РАЙОНЕ,86046
860-046,УМВД РОССИИ ПО ХАНТЫ-МАНСИЙСКОМУ АО - ЮГРЕ,86046
